ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
11941,NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),2020,12,URIBANTE,ORIPAYA,B,G,6.6972,0.064,94684,6059.776,140667796.97,3466.13,Ley 756 8% variable
11942,NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),2020,12,URIBANTE,ORIPAYA,QB,G,6.6972,0.064,3476.76,222.51264,5165267.28,3466.13,Ley 756 8% variable
11943,NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),2020,1,CARBONERA,CERRO GORDO,B,G,5.4451,0.064,13145.15,841.2896,15168250.12,3311.19,Ley 756 8% variable
11944,NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),2020,1,CARBONERA,CERRO GORDO,B,O,48.8101,0.08,9.09,0.7272,117529.39,3311.19,Ley 756 8% variable
11945,NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),2020,2,CARBONERA,CERRO GORDO,B,G,5.0362,0.064,671.66,42.98624,738448.85,3411.05,Ley 756 8% variable
11946,NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),2020,3,CARBONERA,CERRO GORDO,B,G,5.2777,0.064,3429.26,219.47264,4490828.49,3877.05,Ley 756 8% variable
11947,NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),2020,3,CARBONERA,CERRO GORDO,B,O,21.3432,0.08,4.69,0.3752,31047.23,3877.05,Ley 756 8% variable
11948,NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),2020,9,CARBONERA,CERRO GORDO,B,G,4.604,0.064,633.41,40.53824,699933.76,3750.22,Ley 756 8% variable
11949,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,1,TIBU,SARDINATA,B,G,0.6664,0.2,2481.33,496.266,1095049.1,3311.19,Ley 141 20%
11950,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,1,TIBU,SARDINATA,B,O,55.5649,0.2,2855.44,571.088,105072162.36,3311.19,Ley 141 20%
11951,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,1,TIBU,TIBÚ,B,G,0.6667,0.2,5747.38,1149.476,2537549.11,3311.19,Ley 141 20%
11952,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,1,TIBU,TIBÚ,B,O,56.7173,0.2,21700,4340,815059623.59,3311.19,Ley 141 20%
11953,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,1,TIBU,TIBÚ,I,O,56.7173,0.08,30898.41,2471.8728,464222053.79,3311.19,Ley 756 8% variable
11954,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,2,TIBU,SARDINATA,B,G,0.7354,0.2,1055.75,211.15,529666.83,3411.05,Ley 141 20%
11955,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,2,TIBU,SARDINATA,B,O,42.9178,0.2,2818.99,563.798,82537073.24,3411.05,Ley 141 20%
11956,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,2,TIBU,TIBÚ,B,G,0.7354,0.2,3281.13,656.226,1646133.82,3411.05,Ley 141 20%
11957,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,2,TIBU,TIBÚ,B,O,44.1006,0.2,20213,4042.6,608125696.89,3411.05,Ley 141 20%
11958,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,2,TIBU,TIBÚ,I,O,44.1006,0.08,37131.76,2970.5408,446856526.45,3411.05,Ley 756 8% variable
11959,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,SARDINATA,B,G,0.3217,0.2,2855.57,571.114,712320.2,3877.05,Ley 141 20%
11960,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,SARDINATA,QB,G,0.3217,0.2,885.42,177.084,220867.45,3877.05,Ley 141 20%
11961,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,SARDINATA,B,O,23.2706,0.2,3478.83,695.766,62772898.6,3877.05,Ley 141 20%
11962,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,TIBÚ,B,G,0.3217,0.2,10225.82,2045.164,2550824.6,3877.05,Ley 141 20%
11963,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,TIBÚ,QB,G,0.3217,0.2,2853.85,570.77,711891.13,3877.05,Ley 141 20%
11964,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,TIBÚ,B,O,24.5274,0.2,21483,4296.6,408580692.08,3877.05,Ley 141 20%
11965,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,3,TIBU,TIBÚ,I,O,24.5274,0.08,46262.42,3700.9936,351942123.17,3877.05,Ley 756 8% variable
11966,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,SARDINATA,B,G,7.3908,0.2,1858.49,371.698,10926468.78,3977.39,Ley 141 20%
11967,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,SARDINATA,QB,G,7.3908,0.2,220.97,44.194,1299130.76,3977.39,Ley 141 20%
11968,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,SARDINATA,B,O,14.3709,0.2,2447.46,489.492,27978713.63,3977.39,Ley 141 20%
11969,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,TIBÚ,B,G,7.3908,0.2,17235.98,3447.196,101334097.01,3977.39,Ley 141 20%
11970,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,TIBÚ,QB,G,7.3908,0.2,1774.98,354.996,10435495.78,3977.39,Ley 141 20%
11971,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,TIBÚ,B,O,15.8665,0.2,20700,4140,261264049.92,3977.39,Ley 141 20%
11972,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,4,TIBU,TIBÚ,I,O,15.8665,0.08,47532.35,3802.588,239970903.53,3977.39,Ley 756 8% variable
11973,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,SARDINATA,B,G,7.4138,0.2,2513.69,502.738,14380240.98,3858.19,Ley 141 20%
11974,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,SARDINATA,QB,G,7.4138,0.2,349.98,69.996,2002154.86,3858.19,Ley 141 20%
11975,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,SARDINATA,B,O,15.2094,0.2,2947.52,589.504,34592539.66,3858.19,Ley 141 20%
11976,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,TIBÚ,B,G,7.4138,0.2,12848.66,2569.732,73504225.73,3858.19,Ley 141 20%
11977,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,TIBÚ,QB,G,7.4138,0.2,1559.44,311.888,8921196.54,3858.19,Ley 141 20%
11978,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,TIBÚ,B,O,16.6657,0.2,21297,4259.4,273877022.31,3858.19,Ley 141 20%
11979,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,5,TIBU,TIBÚ,I,O,16.6657,0.08,44432.58,3554.6064,228559190.53,3858.19,Ley 756 8% variable
11980,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,6,TIBU,SARDINATA,B,O,25.4799,0.2,2573.01,514.602,48535406.96,3701.6,Ley 141 20%
11981,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,6,TIBU,TIBÚ,B,O,26.8626,0.2,20490,4098,407482991.46,3701.6,Ley 141 20%
11982,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,6,TIBU,TIBÚ,I,O,26.8626,0.08,37679.56,3014.3648,299732158.54,3701.6,Ley 756 8% variable
11983,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,7,TIBU,SARDINATA,B,O,32.9907,0.2,356.01,71.202,8592350.2,3657.87,Ley 141 20%
11984,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,7,TIBU,TIBÚ,B,O,34.1169,0.2,21080,4216,526136499.97,3657.87,Ley 141 20%
11985,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,7,TIBU,TIBÚ,I,O,34.1169,0.08,37042.27,2963.3816,369815754.86,3657.87,Ley 756 8% variable
11986,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,SARDINATA,B,G,7.997,0.2,3316.66,663.332,20067709.92,3783.03,Ley 141 20%
11987,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,SARDINATA,QB,G,7.997,0.2,501.32,100.264,3033275.78,3783.03,Ley 141 20%
11988,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,SARDINATA,B,O,34.9904,0.2,2229.57,445.914,59025516.35,3783.03,Ley 141 20%
11989,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,TIBÚ,B,G,8,0.2,12896.56,2579.312,78060917.03,3783.03,Ley 141 20%
11990,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,TIBÚ,QB,G,8,0.2,1719.81,343.962,10409748.33,3783.03,Ley 141 20%
11991,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,TIBÚ,B,O,35.7573,0.2,20987,4197.4,567786237.75,3783.03,Ley 141 20%
11992,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,8,TIBU,TIBÚ,I,O,35.7573,0.08,34541.7,2763.336,373799054.4,3783.03,Ley 756 8% variable
11993,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,SARDINATA,B,G,7.995,0.2,3127.56,625.512,18754731.29,3750.22,Ley 141 20%
11994,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,SARDINATA,QB,G,7.995,0.2,455.21,91.042,2729712.29,3750.22,Ley 141 20%
11995,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,SARDINATA,B,O,30.7904,0.2,2998.77,599.754,69254058.52,3750.22,Ley 141 20%
11996,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,TIBÚ,B,G,7.995,0.2,16073.77,3214.754,96387996.8,3750.22,Ley 141 20%
11997,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,TIBÚ,QB,G,7.995,0.2,2086.46,417.292,12511669.27,3750.22,Ley 141 20%
11998,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,TIBÚ,B,O,32.0556,0.2,20190,4038,485430399.91,3750.22,Ley 141 20%
11999,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,9,TIBU,TIBÚ,I,O,32.0556,0.08,36643.41,2931.4728,352408621.51,3750.22,Ley 756 8% variable
12000,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,SARDINATA,B,G,9.9848,0.2,3101.27,620.254,23743090.08,3833.79,Ley 141 20%
12001,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,SARDINATA,QB,G,9.9848,0.2,445.31,89.062,3409259.89,3833.79,Ley 141 20%
12002,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,SARDINATA,B,O,29.543,0.2,2908.55,581.71,65885438.66,3833.79,Ley 141 20%
12003,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,TIBÚ,B,G,9.9848,0.2,16233.16,3246.632,124279859.12,3833.79,Ley 141 20%
12004,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,TIBÚ,QB,G,9.9848,0.2,2093.58,418.716,16028291.61,3833.79,Ley 141 20%
12005,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,TIBÚ,B,O,30.712,0.2,20770,4154,489105911.13,3833.79,Ley 141 20%
12006,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,10,TIBU,TIBÚ,I,O,30.712,0.08,35306.83,2824.5464,332571579.32,3833.79,Ley 756 8% variable
12007,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,SARDINATA,B,G,9.9848,0.2,3340.06,668.012,24583026.81,3685.63,Ley 141 20%
12008,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,SARDINATA,QB,G,9.9848,0.2,502.99,100.598,3702033.16,3685.63,Ley 141 20%
12009,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,SARDINATA,B,O,33.9903,0.2,2844.67,568.934,71273587.45,3685.63,Ley 141 20%
12010,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,TIBÚ,B,G,9.9848,0.2,15820.95,3164.19,116443072.43,3685.63,Ley 141 20%
12011,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,TIBÚ,QB,G,9.9848,0.2,2137.54,427.508,15732412.27,3685.63,Ley 141 20%
12012,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,TIBÚ,B,O,34.953,0.2,20010,4002,515552949.22,3685.63,Ley 141 20%
12013,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,11,TIBU,TIBÚ,I,O,34.953,0.08,27292.11,2183.3688,281269921.05,3685.63,Ley 756 8% variable
12014,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,SARDINATA,B,G,0.5745,0.2,4011.94,802.388,1597788.52,3466.13,Ley 141 20%
12015,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,SARDINATA,QB,G,0.5745,0.2,1047.04,209.408,416992.38,3466.13,Ley 141 20%
12016,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,SARDINATA,B,O,40.4292,0.2,3039.1,607.82,85175556.03,3466.13,Ley 141 20%
12017,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,TIBÚ,B,G,0.5745,0.2,14192.37,2838.474,5652229.65,3466.13,Ley 141 20%
12018,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,TIBÚ,QB,G,0.5745,0.2,3433.08,686.616,1367252.7,3466.13,Ley 141 20%
12019,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,TIBÚ,B,O,41.3724,0.2,20553,4110.6,589468741.37,3466.13,Ley 141 20%
12020,NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),2020,12,TIBU,TIBÚ,I,O,41.3724,0.08,34789.75,2783.18,399113903.48,3466.13,Ley 756 8% variable
12021,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,1,CHAZA,MOQUETA,B,G,4.6789,0.064,9976.25,638.48,9891796.26,3311.19,Ley 756 8% variable
12022,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,1,CHAZA,MOQUETA,QB,G,4.6789,0.064,2082.94,133.30816,2065306.87,3311.19,Ley 756 8% variable
12023,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,1,CHAZA,MOQUETA,B,O,50.5235,0.08,91281.13,7302.4904,1221654854.13,3311.19,Ley 756 8% variable
12024,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,1,SANTANA,TOROYACO,B,O,51.2174,0.2,6611.18,1322.236,224238719.8,3311.19,Ley 141 20%
12025,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,1,SANTANA,TOROYACO,B,O,51.2174,0.12,6611.18,793.3416,134543232.5,3311.19,ARTICULO 39 LEY 756
12026,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,2,CHAZA,MOQUETA,B,G,4.5922,0.064,9316.28,596.24192,9339666.78,3411.05,Ley 756 8% variable
12027,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,2,CHAZA,MOQUETA,QB,G,4.5922,0.064,1621.37,103.76768,1625440,3411.05,Ley 756 8% variable
12028,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,2,CHAZA,MOQUETA,B,O,42.3583,0.08,78521.79,6281.7432,907625701.95,3411.05,Ley 756 8% variable
12029,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,2,SANTANA,TOROYACO,B,O,43.1262,0.2,5996.22,1199.244,176415536.79,3411.05,Ley 141 20%
12030,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,2,SANTANA,TOROYACO,B,O,43.1262,0.12,5996.22,719.5464,105849322.54,3411.05,ARTICULO 39 LEY 756
12031,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,3,CHAZA,MOQUETA,B,G,4.8723,0.064,9628.08,616.19712,11640056.41,3877.05,Ley 756 8% variable
12032,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,3,CHAZA,MOQUETA,QB,G,4.8723,0.064,646.52,41.37728,781622.88,3877.05,Ley 756 8% variable
12033,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,3,CHAZA,MOQUETA,B,O,15.0577,0.08,86067.93,6885.4344,401967913.01,3877.05,Ley 756 8% variable
12034,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,3,SANTANA,TOROYACO,B,O,15.7026,0.2,5540.86,1108.172,67465251.17,3877.05,Ley 141 20%
12035,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,3,SANTANA,TOROYACO,B,O,15.7026,0.12,5540.86,664.9032,40479150.78,3877.05,ARTICULO 39 LEY 756
12036,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,4,CHAZA,MOQUETA,B,G,4.644,0.064,10185.65,651.8816,12040904.35,3977.39,Ley 756 8% variable
12037,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,4,CHAZA,MOQUETA,QB,G,4.644,0.064,195.09,12.48576,230624.42,3977.39,Ley 756 8% variable
12038,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,4,CHAZA,MOQUETA,B,O,7.9859,0.08,83706.95,6696.556,212702968.01,3977.39,Ley 756 8% variable
12039,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,4,SANTANA,TOROYACO,B,O,8.1836,0.2,20.23,4.046,131694.68,3977.39,Ley 141 20%
12040,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,4,SANTANA,TOROYACO,B,O,8.1836,0.12,20.23,2.4276,79016.84,3977.39,ARTICULO 39 LEY 756
12041,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,5,CHAZA,MOQUETA,B,G,4.6905,0.064,9967.25,637.904,11544046.7,3858.19,Ley 756 8% variable
12042,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,5,CHAZA,MOQUETA,QB,G,4.6905,0.064,1126.92,72.12288,1305196.21,3858.19,Ley 756 8% variable
12043,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,5,CHAZA,MOQUETA,B,O,21.1919,0.08,85391.67,6831.3336,558546070.9,3858.19,Ley 756 8% variable
12044,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,6,CHAZA,MOQUETA,B,G,4.4907,0.064,7786.94,498.36416,8284195.21,3701.6,Ley 756 8% variable
12045,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,6,CHAZA,MOQUETA,B,O,29.0637,0.08,55447.39,4435.7912,477212140.11,3701.6,Ley 756 8% variable
12046,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,7,CHAZA,MOQUETA,B,G,4.5839,0.064,1066.8,68.2752,1144791.38,3657.87,Ley 756 8% variable
12047,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,7,CHAZA,MOQUETA,QB,G,4.5839,0.064,394.24,25.23136,423062,3657.87,Ley 756 8% variable
12048,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,7,CHAZA,MOQUETA,B,O,28.1733,0.08,14852.48,1188.1984,122448917.37,3657.87,Ley 756 8% variable
12049,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,8,CHAZA,MOQUETA,B,G,4.5101,0.064,8352.3,534.5472,9120360.67,3783.03,Ley 756 8% variable
12050,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,8,CHAZA,MOQUETA,B,O,23.3509,0.08,92697.82,7415.8256,655092937.15,3783.03,Ley 756 8% variable
12051,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,9,CHAZA,MOQUETA,B,G,4.3387,0.064,7380.12,472.32768,7685281.15,3750.22,Ley 756 8% variable
12052,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,9,CHAZA,MOQUETA,B,O,26.1185,0.08,81122.35,6489.788,635675520.24,3750.22,Ley 756 8% variable
12053,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,10,CHAZA,MOQUETA,B,G,4.6503,0.064,8541.67,546.66688,9746126.59,3833.79,Ley 756 8% variable
12054,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,10,CHAZA,MOQUETA,B,O,22.6495,0.08,79142.73,6331.4184,549778754.87,3833.79,Ley 756 8% variable
12055,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,11,CHAZA,MOQUETA,B,G,4.5366,0.064,9117.12,583.49568,9756181.38,3685.63,Ley 756 8% variable
12056,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,11,CHAZA,MOQUETA,B,O,29.2354,0.08,76291.91,6103.3528,657641557.48,3685.63,Ley 756 8% variable
12057,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,12,CHAZA,MOQUETA,B,G,4.9213,0.064,11479.74,734.70336,12532471.08,3466.13,Ley 756 8% variable
12058,PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),2020,12,CHAZA,MOQUETA,B,O,34.1274,0.08,77291.17,6183.2936,731421830.51,3466.13,Ley 756 8% variable
12059,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2020,1,NANCY-BURDINE-MAXINE,NANCY,QB,G,5.0341,0.2,505.07,101.014,1683788.1,3311.19,Ley 141 20%
12060,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2020,1,NANCY-BURDINE-MAXINE,NANCY,B,O,53.578,0.2,4494.99,898.998,159488481.83,3311.19,Ley 141 20%
12061,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2020,1,ORITO,CARIBE,QB,G,2.6176,0.2,5845.99,1169.198,10133872.73,3311.19,Ley 141 20%
12062,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2020,1,ORITO,CARIBE,B,O,50.8817,0.2,3658,731.6,123259219,3311.19,Ley 141 20%
12063,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2020,1,ORITO,CARIBE,I,O,50.8817,0.08,31482.56,2518.6048,424331957.96,3311.19,Ley 756 8% variable
12064,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2020,1,ORITO,CHURUYACO,QB,G,5.1937,0.2,7450.02,1490.004,25624086.5,3311.19,Ley 141 20%
